Agg_Type,Date,Country,Brand,Product,Coverage,Industry_Coverage,SOV,COV_increase,SOV_increase
Quarter,2022-07-01,Spain,G,SMP,556,6918,0.080370,0.0,0.0
Quarter,2022-07-01,Spain,G,SMP:high-end,427,5228,0.081676,0.0,0.0
Quarter,2022-07-01,Spain,G,SMP:low-end,147,1692,0.086879,0.0,0.0
Quarter,2022-07-01,Spain,G,SMP:mid-end,201,2447,0.082141,0.0,0.0
Quarter,2022-07-01,Spain,H,SMP,236,6918,0.034114,0.0,0.0
Quarter,2022-07-01,Spain,H,SMP:high-end,177,5228,0.033856,0.0,0.0
Quarter,2022-07-01,Spain,H,SMP:low-end,59,1692,0.034870,0.0,0.0
Quarter,2022-07-01,Spain,H,SMP:mid-end,73,2447,0.029832,0.0,0.0
Quarter,2022-07-01,Spain,O,SMP,246,6918,0.035559,0.0,0.0
Quarter,2022-07-01,Spain,O,SMP:high-end,185,5228,0.035386,0.0,0.0
Quarter,2022-07-01,Spain,O,SMP:low-end,64,1692,0.037825,0.0,0.0
Quarter,2022-07-01,Spain,O,SMP:mid-end,87,2447,0.035554,0.0,0.0
Quarter,2022-07-01,Spain,S,SMP,2707,6918,0.391298,0.0,0.0
Quarter,2022-07-01,Spain,S,SMP:high-end,2036,5228,0.389441,0.0,0.0
Quarter,2022-07-01,Spain,S,SMP:low-end,671,1692,0.396572,0.0,0.0
Quarter,2022-07-01,Spain,S,SMP:mid-end,963,2447,0.393543,0.0,0.0
Quarter,2022-07-01,Spain,X,SMP,273,6918,0.039462,0.0,0.0
Quarter,2022-07-01,Spain,X,SMP:high-end,215,5228,0.041125,0.0,0.0
Quarter,2022-07-01,Spain,X,SMP:low-end,70,1692,0.041371,0.0,0.0
Quarter,2022-07-01,Spain,X,SMP:mid-end,94,2447,0.038414,0.0,0.0
Quarter,2022-07-01,United Kingdom,A,SMP,4252,10326,0.411776,0.0,0.0
Quarter,2022-07-01,United Kingdom,A,SMP:high-end,3215,7811,0.411599,0.0,0.0
Quarter,2022-07-01,United Kingdom,A,SMP:low-end,1041,2606,0.399463,0.0,0.0
Quarter,2022-07-01,United Kingdom,A,SMP:mid-end,1524,3701,0.411781,0.0,0.0
Quarter,2022-07-01,United Kingdom,G,SMP,909,10326,0.088030,0.0,0.0
Quarter,2022-07-01,United Kingdom,G,SMP:high-end,685,7811,0.087697,0.0,0.0
Quarter,2022-07-01,United Kingdom,G,SMP:low-end,253,2606,0.097084,0.0,0.0
Quarter,2022-07-01,United Kingdom,G,SMP:mid-end,331,3701,0.089435,0.0,0.0
Quarter,2022-07-01,United Kingdom,H,SMP,399,10326,0.038640,0.0,0.0
Quarter,2022-07-01,United Kingdom,H,SMP:high-end,299,7811,0.038279,0.0,0.0
Quarter,2022-07-01,United Kingdom,H,SMP:low-end,110,2606,0.042210,0.0,0.0
Quarter,2022-07-01,United Kingdom,H,SMP:mid-end,152,3701,0.041070,0.0,0.0
Quarter,2022-07-01,United Kingdom,O,SMP,357,10326,0.034573,0.0,0.0
Quarter,2022-07-01,United Kingdom,O,SMP:high-end,264,7811,0.033798,0.0,0.0
Quarter,2022-07-01,United Kingdom,O,SMP:low-end,86,2606,0.033001,0.0,0.0
Quarter,2022-07-01,United Kingdom,O,SMP:mid-end,131,3701,0.035396,0.0,0.0
Quarter,2022-07-01,United Kingdom,S,SMP,3939,10326,0.381464,0.0,0.0
Quarter,2022-07-01,United Kingdom,S,SMP:high-end,3000,7811,0.384074,0.0,0.0
Quarter,2022-07-01,United Kingdom,S,SMP:low-end,979,2606,0.375672,0.0,0.0
Quarter,2022-07-01,United Kingdom,S,SMP:mid-end,1402,3701,0.378817,0.0,0.0
Quarter,2022-07-01,United Kingdom,X,SMP,470,10326,0.045516,0.0,0.0
Quarter,2022-07-01,United Kingdom,X,SMP:high-end,348,7811,0.044553,0.0,0.0
Quarter,2022-07-01,United Kingdom,X,SMP:low-end,137,2606,0.052571,0.0,0.0
Quarter,2022-07-01,United Kingdom,X,SMP:mid-end,161,3701,0.043502,0.0,0.0
Quarter,2022-07-01,United States,A,SMP,9837,23812,0.413111,0.0,0.0
Quarter,2022-07-01,United States,A,SMP:high-end,7480,18095,0.413374,0.0,0.0
Quarter,2022-07-01,United States,A,SMP:low-end,2423,5958,0.406680,0.0,0.0
Quarter,2022-07-01,United States,A,SMP:mid-end,3492,8415,0.414973,0.0,0.0
Quarter,2022-07-01,United States,G,SMP,2200,23812,0.092390,0.0,0.0
Quarter,2022-07-01,United States,G,SMP:high-end,1677,18095,0.092678,0.0,0.0
Quarter,2022-07-01,United States,G,SMP:low-end,544,5958,0.091306,0.0,0.0
Quarter,2022-07-01,United States,G,SMP:mid-end,791,8415,0.093999,0.0,0.0
Quarter,2022-07-01,United States,H,SMP,905,23812,0.038006,0.0,0.0
Quarter,2022-07-01,United States,H,SMP:high-end,693,18095,0.038298,0.0,0.0
Quarter,2022-07-01,United States,H,SMP:low-end,253,5958,0.042464,0.0,0.0
Quarter,2022-07-01,United States,H,SMP:mid-end,316,8415,0.037552,0.0,0.0
Quarter,2022-07-01,United States,O,SMP,835,23812,0.035066,0.0,0.0
Quarter,2022-07-01,United States,O,SMP:high-end,629,18095,0.034761,0.0,0.0
Quarter,2022-07-01,United States,O,SMP:low-end,213,5958,0.035750,0.0,0.0
Quarter,2022-07-01,United States,O,SMP:mid-end,290,8415,0.034462,0.0,0.0
Quarter,2022-07-01,United States,S,SMP,8974,23812,0.376869,0.0,0.0
Quarter,2022-07-01,United States,S,SMP:high-end,6815,18095,0.376623,0.0,0.0
Quarter,2022-07-01,United States,S,SMP:low-end,2233,5958,0.374790,0.0,0.0
Quarter,2022-07-01,United States,S,SMP:mid-end,3148,8415,0.374094,0.0,0.0
Quarter,2022-07-01,United States,X,SMP,1061,23812,0.044557,0.0,0.0
Quarter,2022-07-01,United States,X,SMP:high-end,801,18095,0.044266,0.0,0.0
Quarter,2022-07-01,United States,X,SMP:low-end,292,5958,0.049010,0.0,0.0
Quarter,2022-07-01,United States,X,SMP:mid-end,378,8415,0.044920,0.0,0.0
Quarter,2022-10-01,All,A,SMP,33794,85369,0.395858,0.0,0.0
Quarter,2022-10-01,All,A,SMP:high-end,25630,64664,0.396357,0.0,0.0
Quarter,2022-10-01,All,A,SMP:low-end,8278,21206,0.390361,0.0,0.0
Quarter,2022-10-01,All,A,SMP:mid-end,11851,29931,0.395944,0.0,0.0
Quarter,2022-10-01,All,G,SMP,13403,85369,0.157001,0.0,0.0
Quarter,2022-10-01,All,G,SMP:high-end,10142,64664,0.156842,0.0,0.0
Quarter,2022-10-01,All,G,SMP:low-end,3346,21206,0.157786,0.0,0.0
Quarter,2022-10-01,All,G,SMP:mid-end,4715,29931,0.157529,0.0,0.0
Quarter,2022-10-01,All,H,SMP,6283,85369,0.073598,0.0,0.0
Quarter,2022-10-01,All,H,SMP:high-end,4726,64664,0.073085,0.0,0.0
Quarter,2022-10-01,All,H,SMP:low-end,1606,21206,0.075733,0.0,0.0
Quarter,2022-10-01,All,H,SMP:mid-end,2183,29931,0.072934,0.0,0.0
Quarter,2022-10-01,All,O,SMP,5423,85369,0.063524,0.0,0.0
Quarter,2022-10-01,All,O,SMP:high-end,4141,64664,0.064039,0.0,0.0
Quarter,2022-10-01,All,O,SMP:low-end,1352,21206,0.063756,0.0,0.0
Quarter,2022-10-01,All,O,SMP:mid-end,1892,29931,0.063212,0.0,0.0
Quarter,2022-10-01,All,S,SMP,19711,85369,0.230892,0.0,0.0
Quarter,2022-10-01,All,S,SMP:high-end,14940,64664,0.231040,0.0,0.0
Quarter,2022-10-01,All,S,SMP:low-end,4917,21206,0.231868,0.0,0.0
Quarter,2022-10-01,All,S,SMP:mid-end,6847,29931,0.228759,0.0,0.0
Quarter,2022-10-01,All,X,SMP,6755,85369,0.079127,0.0,0.0
Quarter,2022-10-01,All,X,SMP:high-end,5085,64664,0.078637,0.0,0.0
Quarter,2022-10-01,All,X,SMP:low-end,1707,21206,0.080496,0.0,0.0
Quarter,2022-10-01,All,X,SMP:mid-end,2443,29931,0.081621,0.0,0.0
Quarter,2022-10-01,Australia,A,SMP,933,2220,0.420270,0.0,0.0
Quarter,2022-10-01,Australia,A,SMP:high-end,701,1665,0.421021,0.0,0.0
Quarter,2022-10-01,Australia,A,SMP:low-end,221,526,0.420152,0.0,0.0
Quarter,2022-10-01,Australia,A,SMP:mid-end,334,797,0.419072,0.0,0.0
Quarter,2022-10-01,Australia,G,SMP,401,2220,0.180631,0.0,0.0
Quarter,2022-10-01,Australia,G,SMP:high-end,291,1665,0.174775,0.0,0.0
Quarter,2022-10-01,Australia,G,SMP:low-end,106,526,0.201521,0.0,0.0
Quarter,2022-10-01,Australia,G,SMP:mid-end,151,797,0.189460,0.0,0.0
Quarter,2022-10-01,Australia,H,SMP,115,2220,0.051802,0.0,0.0
Quarter,2022-10-01,Australia,H,SMP:high-end,93,1665,0.055856,0.0,0.0
Quarter,2022-10-01,Australia,H,SMP:low-end,26,526,0.049430,0.0,0.0
Quarter,2022-10-01,Australia,H,SMP:mid-end,38,797,0.047679,0.0,0.0
Quarter,2022-10-01,Australia,O,SMP,115,2220,0.051802,0.0,0.0
Quarter,2022-10-01,Australia,O,SMP:high-end,88,1665,0.052853,0.0,0.0
Quarter,2022-10-01,Australia,O,SMP:low-end,23,526,0.043726,0.0,0.0
Quarter,2022-10-01,Australia,O,SMP:mid-end,41,797,0.051443,0.0,0.0
Quarter,2022-10-01,Australia,S,SMP,499,2220,0.224775,0.0,0.0
Quarter,2022-10-01,Australia,S,SMP:high-end,373,1665,0.224024,0.0,0.0
Quarter,2022-10-01,Australia,S,SMP:low-end,116,526,0.220532,0.0,0.0
Quarter,2022-10-01,Australia,S,SMP:mid-end,181,797,0.227102,0.0,0.0
Quarter,2022-10-01,Australia,X,SMP,157,2220,0.070721,0.0,0.0
Quarter,2022-10-01,Australia,X,SMP:high-end,119,1665,0.071471,0.0,0.0
Quarter,2022-10-01,Australia,X,SMP:low-end,34,526,0.064639,0.0,0.0
Quarter,2022-10-01,Australia,X,SMP:mid-end,52,797,0.065245,0.0,0.0
Quarter,2022-10-01,Brazil,A,SMP,1851,4472,0.413909,0.0,0.0
Quarter,2022-10-01,Brazil,A,SMP:high-end,1422,3405,0.417621,0.0,0.0
Quarter,2022-10-01,Brazil,A,SMP:low-end,464,1131,0.410256,0.0,0.0
Quarter,2022-10-01,Brazil,A,SMP:mid-end,629,1519,0.414088,0.0,0.0
Quarter,2022-10-01,Brazil,G,SMP,746,4472,0.166816,0.0,0.0
Quarter,2022-10-01,Brazil,G,SMP:high-end,564,3405,0.165639,0.0,0.0
Quarter,2022-10-01,Brazil,G,SMP:low-end,197,1131,0.174182,0.0,0.0
Quarter,2022-10-01,Brazil,G,SMP:mid-end,258,1519,0.169849,0.0,0.0
Quarter,2022-10-01,Brazil,H,SMP,282,4472,0.063059,0.0,0.0
Quarter,2022-10-01,Brazil,H,SMP:high-end,217,3405,0.063730,0.0,0.0
Quarter,2022-10-01,Brazil,H,SMP:low-end,73,1131,0.064545,0.0,0.0
Quarter,2022-10-01,Brazil,H,SMP:mid-end,92,1519,0.060566,0.0,0.0
Quarter,2022-10-01,Brazil,O,SMP,234,4472,0.052326,0.0,0.0
Quarter,2022-10-01,Brazil,O,SMP:high-end,168,3405,0.049339,0.0,0.0
Quarter,2022-10-01,Brazil,O,SMP:low-end,56,1131,0.049514,0.0,0.0
Quarter,2022-10-01,Brazil,O,SMP:mid-end,79,1519,0.052008,0.0,0.0
Quarter,2022-10-01,Brazil,S,SMP,1092,4472,0.244186,0.0,0.0
Quarter,2022-10-01,Brazil,S,SMP:high-end,826,3405,0.242584,0.0,0.0
Quarter,2022-10-01,Brazil,S,SMP:low-end,278,1131,0.245800,0.0,0.0
Quarter,2022-10-01,Brazil,S,SMP:mid-end,366,1519,0.240948,0.0,0.0
Quarter,2022-10-01,Brazil,X,SMP,267,4472,0.059705,0.0,0.0
Quarter,2022-10-01,Brazil,X,SMP:high-end,208,3405,0.061087,0.0,0.0
Quarter,2022-10-01,Brazil,X,SMP:low-end,63,1131,0.055703,0.0,0.0
Quarter,2022-10-01,Brazil,X,SMP:mid-end,95,1519,0.062541,0.0,0.0
Quarter,2022-10-01,Canada,A,SMP,1776,4340,0.409217,0.0,0.0
Quarter,2022-10-01,Canada,A,SMP:high-end,1355,3300,0.410606,0.0,0.0
Quarter,2022-10-01,Canada,A,SMP:low-end,448,1101,0.406903,0.0,0.0
Quarter,2022-10-01,Canada,A,SMP:mid-end,616,1499,0.410941,0.0,0.0
Quarter,2022-10-01,Canada,G,SMP,686,4340,0.158065,0.0,0.0
Quarter,2022-10-01,Canada,G,SMP:high-end,523,3300,0.158485,0.0,0.0
Quarter,2022-10-01,Canada,G,SMP:low-end,163,1101,0.148047,0.0,0.0
Quarter,2022-10-01,Canada,G,SMP:mid-end,235,1499,0.156771,0.0,0.0
Quarter,2022-10-01,Canada,H,SMP,276,4340,0.063594,0.0,0.0
Quarter,2022-10-01,Canada,H,SMP:high-end,213,3300,0.064545,0.0,0.0
Quarter,2022-10-01,Canada,H,SMP:low-end,67,1101,0.060854,0.0,0.0
Quarter,2022-10-01,Canada,H,SMP:mid-end,95,1499,0.063376,0.0,0.0
Quarter,2022-10-01,Canada,O,SMP,226,4340,0.052074,0.0,0.0
Quarter,2022-10-01,Canada,O,SMP:high-end,171,3300,0.051818,0.0,0.0
Quarter,2022-10-01,Canada,O,SMP:low-end,60,1101,0.054496,0.0,0.0
Quarter,2022-10-01,Canada,O,SMP:mid-end,84,1499,0.056037,0.0,0.0
Quarter,2022-10-01,Canada,S,SMP,1034,4340,0.238249,0.0,0.0
Quarter,2022-10-01,Canada,S,SMP:high-end,782,3300,0.236970,0.0,0.0
Quarter,2022-10-01,Canada,S,SMP:low-end,272,1101,0.247048,0.0,0.0
Quarter,2022-10-01,Canada,S,SMP:mid-end,350,1499,0.233489,0.0,0.0
Quarter,2022-10-01,Canada,X,SMP,342,4340,0.078802,0.0,0.0
Quarter,2022-10-01,Canada,X,SMP:high-end,256,3300,0.077576,0.0,0.0
Quarter,2022-10-01,Canada,X,SMP:low-end,91,1101,0.082652,0.0,0.0
Quarter,2022-10-01,Canada,X,SMP:mid-end,119,1499,0.079386,0.0,0.0
Quarter,2022-10-01,China,A,SMP,2677,9298,0.287911,0.0,0.0
Quarter,2022-10-01,China,A,SMP:high-end,2029,7033,0.288497,0.0,0.0
Quarter,2022-10-01,China,A,SMP:low-end,648,2294,0.282476,0.0,0.0
Quarter,2022-10-01,China,A,SMP:mid-end,968,3294,0.293868,0.0,0.0
Quarter,2022-10-01,China,G,SMP,887,9298,0.095397,0.0,0.0
Quarter,2022-10-01,China,G,SMP:high-end,684,7033,0.097256,0.0,0.0
Quarter,2022-10-01,China,G,SMP:low-end,235,2294,0.102441,0.0,0.0
Quarter,2022-10-01,China,G,SMP:mid-end,293,3294,0.088950,0.0,0.0
Quarter,2022-10-01,China,H,SMP,1736,9298,0.186707,0.0,0.0
Quarter,2022-10-01,China,H,SMP:high-end,1301,7033,0.184985,0.0,0.0
Quarter,2022-10-01,China,H,SMP:low-end,439,2294,0.191369,0.0,0.0
Quarter,2022-10-01,China,H,SMP:mid-end,606,3294,0.183971,0.0,0.0
Quarter,2022-10-01,China,O,SMP,1500,9298,0.161325,0.0,0.0
Quarter,2022-10-01,China,O,SMP:high-end,1136,7033,0.161524,0.0,0.0
Quarter,2022-10-01,China,O,SMP:low-end,367,2294,0.159983,0.0,0.0
Quarter,2022-10-01,China,O,SMP:mid-end,549,3294,0.166667,0.0,0.0
Quarter,2022-10-01,China,S,SMP,899,9298,0.096687,0.0,0.0
Quarter,2022-10-01,China,S,SMP:high-end,680,7033,0.096687,0.0,0.0
Quarter,2022-10-01,China,S,SMP:low-end,199,2294,0.086748,0.0,0.0
Quarter,2022-10-01,China,S,SMP:mid-end,318,3294,0.096539,0.0,0.0
Quarter,2022-10-01,China,X,SMP,1599,9298,0.171972,0.0,0.0
Quarter,2022-10-01,China,X,SMP:high-end,1203,7033,0.171051,0.0,0.0
Quarter,2022-10-01,China,X,SMP:low-end,406,2294,0.176983,0.0,0.0
Quarter,2022-10-01,China,X,SMP:mid-end,560,3294,0.170006,0.0,0.0
Quarter,2022-10-01,France,A,SMP,3023,7346,0.411516,0.0,0.0
Quarter,2022-10-01,France,A,SMP:high-end,2306,5640,0.408865,0.0,0.0
Quarter,2022-10-01,France,A,SMP:low-end,744,1856,0.400862,0.0,0.0
Quarter,2022-10-01,France,A,SMP:mid-end,1049,2596,0.404083,0.0,0.0
Quarter,2022-10-01,France,G,SMP,1213,7346,0.165124,0.0,0.0
Quarter,2022-10-01,France,G,SMP:high-end,940,5640,0.166667,0.0,0.0
Quarter,2022-10-01,France,G,SMP:low-end,326,1856,0.175647,0.0,0.0
Quarter,2022-10-01,France,G,SMP:mid-end,423,2596,0.162943,0.0,0.0
Quarter,2022-10-01,France,H,SMP,476,7346,0.064797,0.0,0.0
Quarter,2022-10-01,France,H,SMP:high-end,357,5640,0.063298,0.0,0.0
Quarter,2022-10-01,France,H,SMP:low-end,133,1856,0.071659,0.0,0.0
Quarter,2022-10-01,France,H,SMP:mid-end,173,2596,0.066641,0.0,0.0
Quarter,2022-10-01,France,O,SMP,422,7346,0.057446,0.0,0.0
Quarter,2022-10-01,France,O,SMP:high-end,327,5640,0.057979,0.0,0.0
Quarter,2022-10-01,France,O,SMP:low-end,97,1856,0.052263,0.0,0.0
Quarter,2022-10-01,France,O,SMP:mid-end,147,2596,0.056626,0.0,0.0
Quarter,2022-10-01,France,S,SMP,1689,7346,0.229921,0.0,0.0
Quarter,2022-10-01,France,S,SMP:high-end,1302,5640,0.230851,0.0,0.0
Quarter,2022-10-01,France,S,SMP:low-end,443,1856,0.238685,0.0,0.0
Quarter,2022-10-01,France,S,SMP:mid-end,588,2596,0.226502,0.0,0.0
Quarter,2022-10-01,France,X,SMP,523,7346,0.071195,0.0,0.0
Quarter,2022-10-01,France,X,SMP:high-end,408,5640,0.072340,0.0,0.0
Quarter,2022-10-01,France,X,SMP:low-end,113,1856,0.060884,0.0,0.0
Quarter,2022-10-01,France,X,SMP:mid-end,216,2596,0.083205,0.0,0.0
Quarter,2022-10-01,Germany,A,SMP,2677,6436,0.415942,0.0,0.0
Quarter,2022-10-01,Germany,A,SMP:high-end,2036,4871,0.417984,0.0,0.0
Quarter,2022-10-01,Germany,A,SMP:low-end,660,1656,0.398551,0.0,0.0
Quarter,2022-10-01,Germany,A,SMP:mid-end,937,2265,0.413687,0.0,0.0
Quarter,2022-10-01,Germany,G,SMP,1043,6436,0.162057,0.0,0.0
Quarter,2022-10-01,Germany,G,SMP:high-end,793,4871,0.162800,0.0,0.0
Quarter,2022-10-01,Germany,G,SMP:low-end,271,1656,0.163647,0.0,0.0
Quarter,2022-10-01,Germany,G,SMP:mid-end,365,2265,0.161148,0.0,0.0
Quarter,2022-10-01,Germany,H,SMP,403,6436,0.062617,0.0,0.0
Quarter,2022-10-01,Germany,H,SMP:high-end,307,4871,0.063026,0.0,0.0
Quarter,2022-10-01,Germany,H,SMP:low-end,116,1656,0.070048,0.0,0.0
Quarter,2022-10-01,Germany,H,SMP:mid-end,139,2265,0.061369,0.0,0.0
Quarter,2022-10-01,Germany,O,SMP,378,6436,0.058732,0.0,0.0
Quarter,2022-10-01,Germany,O,SMP:high-end,287,4871,0.058920,0.0,0.0
Quarter,2022-10-01,Germany,O,SMP:low-end,99,1656,0.059783,0.0,0.0
Quarter,2022-10-01,Germany,O,SMP:mid-end,130,2265,0.057395,0.0,0.0
Quarter,2022-10-01,Germany,S,SMP,1484,6436,0.230578,0.0,0.0
Quarter,2022-10-01,Germany,S,SMP:high-end,1115,4871,0.228906,0.0,0.0
Quarter,2022-10-01,Germany,S,SMP:low-end,393,1656,0.237319,0.0,0.0
Quarter,2022-10-01,Germany,S,SMP:mid-end,536,2265,0.236645,0.0,0.0
Quarter,2022-10-01,Germany,X,SMP,451,6436,0.070075,0.0,0.0
Quarter,2022-10-01,Germany,X,SMP:high-end,333,4871,0.068364,0.0,0.0
Quarter,2022-10-01,Germany,X,SMP:low-end,117,1656,0.070652,0.0,0.0
Quarter,2022-10-01,Germany,X,SMP:mid-end,158,2265,0.069757,0.0,0.0
Quarter,2022-10-01,India,A,SMP,1870,4635,0.403452,0.0,0.0
Quarter,2022-10-01,India,A,SMP:high-end,1410,3511,0.401595,0.0,0.0
Quarter,2022-10-01,India,A,SMP:low-end,473,1139,0.415277,0.0,0.0
Quarter,2022-10-01,India,A,SMP:mid-end,636,1595,0.398746,0.0,0.0
Quarter,2022-10-01,India,G,SMP,822,4635,0.177346,0.0,0.0
Quarter,2022-10-01,India,G,SMP:high-end,628,3511,0.178866,0.0,0.0
Quarter,2022-10-01,India,G,SMP:low-end,182,1139,0.159789,0.0,0.0
Quarter,2022-10-01,India,G,SMP:mid-end,300,1595,0.188088,0.0,0.0
Quarter,2022-10-01,India,H,SMP,284,4635,0.061273,0.0,0.0
Quarter,2022-10-01,India,H,SMP:high-end,216,3511,0.061521,0.0,0.0
Quarter,2022-10-01,India,H,SMP:low-end,64,1139,0.056190,0.0,0.0
Quarter,2022-10-01,India,H,SMP:mid-end,93,1595,0.058307,0.0,0.0
Quarter,2022-10-01,India,O,SMP,275,4635,0.059331,0.0,0.0
Quarter,2022-10-01,India,O,SMP:high-end,212,3511,0.060382,0.0,0.0
Quarter,2022-10-01,India,O,SMP:low-end,72,1139,0.063213,0.0,0.0
Quarter,2022-10-01,India,O,SMP:mid-end,90,1595,0.056426,0.0,0.0
Quarter,2022-10-01,India,S,SMP,1072,4635,0.231284,0.0,0.0
Quarter,2022-10-01,India,S,SMP:high-end,802,3511,0.228425,0.0,0.0
Quarter,2022-10-01,India,S,SMP:low-end,272,1139,0.238806,0.0,0.0
Quarter,2022-10-01,India,S,SMP:mid-end,361,1595,0.226332,0.0,0.0
Quarter,2022-10-01,India,X,SMP,312,4635,0.067314,0.0,0.0
Quarter,2022-10-01,India,X,SMP:high-end,243,3511,0.069211,0.0,0.0
Quarter,2022-10-01,India,X,SMP:low-end,76,1139,0.066725,0.0,0.0
Quarter,2022-10-01,India,X,SMP:mid-end,115,1595,0.072100,0.0,0.0
Quarter,2022-10-01,Indonesia,A,SMP,570,1325,0.430189,0.0,0.0
Quarter,2022-10-01,Indonesia,A,SMP:high-end,462,1051,0.439581,0.0,0.0
Quarter,2022-10-01,Indonesia,A,SMP:low-end,123,306,0.401961,0.0,0.0
Quarter,2022-10-01,Indonesia,A,SMP:mid-end,184,440,0.418182,0.0,0.0
Quarter,2022-10-01,Indonesia,G,SMP,215,1325,0.162264,0.0,0.0
Quarter,2022-10-01,Indonesia,G,SMP:high-end,165,1051,0.156993,0.0,0.0
Quarter,2022-10-01,Indonesia,G,SMP:low-end,52,306,0.169935,0.0,0.0
Quarter,2022-10-01,Indonesia,G,SMP:mid-end,87,440,0.197727,0.0,0.0
Quarter,2022-10-01,Indonesia,H,SMP,91,1325,0.068679,0.0,0.0
Quarter,2022-10-01,Indonesia,H,SMP:high-end,68,1051,0.064700,0.0,0.0
Quarter,2022-10-01,Indonesia,H,SMP:low-end,21,306,0.068627,0.0,0.0
Quarter,2022-10-01,Indonesia,H,SMP:mid-end,29,440,0.065909,0.0,0.0
Quarter,2022-10-01,Indonesia,O,SMP,66,1325,0.049811,0.0,0.0
Quarter,2022-10-01,Indonesia,O,SMP:high-end,53,1051,0.050428,0.0,0.0
Quarter,2022-10-01,Indonesia,O,SMP:low-end,19,306,0.062092,0.0,0.0
Quarter,2022-10-01,Indonesia,O,SMP:mid-end,22,440,0.050000,0.0,0.0
Quarter,2022-10-01,Indonesia,S,SMP,281,1325,0.212075,0.0,0.0
Quarter,2022-10-01,Indonesia,S,SMP:high-end,229,1051,0.217888,0.0,0.0
Quarter,2022-10-01,Indonesia,S,SMP:low-end,62,306,0.202614,0.0,0.0
Quarter,2022-10-01,Indonesia,S,SMP:mid-end,83,440,0.188636,0.0,0.0
Quarter,2022-10-01,Indonesia,X,SMP,102,1325,0.076981,0.0,0.0
Quarter,2022-10-01,Indonesia,X,SMP:high-end,74,1051,0.070409,0.0,0.0
Quarter,2022-10-01,Indonesia,X,SMP:low-end,29,306,0.094771,0.0,0.0
Quarter,2022-10-01,Indonesia,X,SMP:mid-end,35,440,0.079545,0.0,0.0
Quarter,2022-10-01,Italy,A,SMP,1947,4796,0.405963,0.0,0.0
Quarter,2022-10-01,Italy,A,SMP:high-end,1469,3587,0.409534,0.0,0.0
Quarter,2022-10-01,Italy,A,SMP:low-end,469,1205,0.389212,0.0,0.0
Quarter,2022-10-01,Italy,A,SMP:mid-end,673,1680,0.400595,0.0,0.0
Quarter,2022-10-01,Italy,G,SMP,814,4796,0.169725,0.0,0.0
Quarter,2022-10-01,Italy,G,SMP:high-end,612,3587,0.170616,0.0,0.0
Quarter,2022-10-01,Italy,G,SMP:low-end,211,1205,0.175104,0.0,0.0
Quarter,2022-10-01,Italy,G,SMP:mid-end,304,1680,0.180952,0.0,0.0
Quarter,2022-10-01,Italy,H,SMP,293,4796,0.061093,0.0,0.0
Quarter,2022-10-01,Italy,H,SMP:high-end,216,3587,0.060217,0.0,0.0
Quarter,2022-10-01,Italy,H,SMP:low-end,64,1205,0.053112,0.0,0.0
Quarter,2022-10-01,Italy,H,SMP:mid-end,101,1680,0.060119,0.0,0.0
Quarter,2022-10-01,Italy,O,SMP,262,4796,0.054629,0.0,0.0
Quarter,2022-10-01,Italy,O,SMP:high-end,186,3587,0.051854,0.0,0.0
Quarter,2022-10-01,Italy,O,SMP:low-end,68,1205,0.056432,0.0,0.0
Quarter,2022-10-01,Italy,O,SMP:mid-end,88,1680,0.052381,0.0,0.0
Quarter,2022-10-01,Italy,S,SMP,1131,4796,0.235822,0.0,0.0
Quarter,2022-10-01,Italy,S,SMP:high-end,842,3587,0.234737,0.0,0.0
Quarter,2022-10-01,Italy,S,SMP:low-end,306,1205,0.253942,0.0,0.0
Quarter,2022-10-01,Italy,S,SMP:mid-end,383,1680,0.227976,0.0,0.0
Quarter,2022-10-01,Italy,X,SMP,349,4796,0.072769,0.0,0.0
Quarter,2022-10-01,Italy,X,SMP:high-end,262,3587,0.073042,0.0,0.0
Quarter,2022-10-01,Italy,X,SMP:low-end,87,1205,0.072199,0.0,0.0
Quarter,2022-10-01,Italy,X,SMP:mid-end,131,1680,0.077976,0.0,0.0
Quarter,2022-10-01,Japan,A,SMP,2723,6798,0.400559,0.0,0.0
Quarter,2022-10-01,Japan,A,SMP:high-end,2040,5126,0.397971,0.0,0.0
Quarter,2022-10-01,Japan,A,SMP:low-end,638,1628,0.391892,0.0,0.0
Quarter,2022-10-01,Japan,A,SMP:mid-end,998,2484,0.401771,0.0,0.0
Quarter,2022-10-01,Japan,G,SMP,1147,6798,0.168726,0.0,0.0
Quarter,2022-10-01,Japan,G,SMP:high-end,843,5126,0.164456,0.0,0.0
Quarter,2022-10-01,Japan,G,SMP:low-end,288,1628,0.176904,0.0,0.0
Quarter,2022-10-01,Japan,G,SMP:mid-end,420,2484,0.169082,0.0,0.0
Quarter,2022-10-01,Japan,H,SMP,449,6798,0.066049,0.0,0.0
Quarter,2022-10-01,Japan,H,SMP:high-end,337,5126,0.065743,0.0,0.0
Quarter,2022-10-01,Japan,H,SMP:low-end,102,1628,0.062654,0.0,0.0
Quarter,2022-10-01,Japan,H,SMP:mid-end,168,2484,0.067633,0.0,0.0
Quarter,2022-10-01,Japan,O,SMP,369,6798,0.054281,0.0,0.0
Quarter,2022-10-01,Japan,O,SMP:high-end,291,5126,0.056769,0.0,0.0
